IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.11,172.30.0.11,9851,8217066,360,0.18260146666666666,0.850928
192.168.254.2,192.168.254.2,13137,2889536,358,0.06457063687150838,0.218176
10.10.10.1,10.10.10.1,1959,628120,383,0.01312,1.419632
10.10.10.2,10.10.10.2,2820,427474,380,0.008999452631578947,0.116856
172.30.0.1,172.30.0.1,42,4539,8,0.004539,0.013864
45.79.189.79,45.79.189.79,2,182,1,0.001456,0.001456
fe80::1270:fdff:fe57:e2c,fe80::1270:fdff:fe57:e2c,2,142,1,0.001136,0.001136
fe80::2c4b:3dff:feea:b48d,fe80::2c4b:3dff:feea:b48d,2,142,1,0.001136,0.001136
fe80::5038:85ff:fe96:71d6,fe80::5038:85ff:fe96:71d6,2,142,1,0.001136,0.001136
fe80::5897:e8ff:fe8e:6ea9,fe80::5897:e8ff:fe8e:6ea9,2,142,1,0.001136,0.001136
fe80::c8cc:31ff:fe8b:5242,fe80::c8cc:31ff:fe8b:5242,2,142,1,0.001136,0.001136
fe80::2cb9:7ff:febc:b468,fe80::2cb9:7ff:febc:b468,1,70,1,0.00056,0.00056
