IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.4,10.10.10.4,1058,1655722,23,0.5759033043478261,12.520152
10.10.10.3,10.10.10.3,893,1356160,21,0.516632380952381,7.031488
10.10.10.1,10.10.10.1,1201,422047,26,0.12986061538461538,0.955016
192.168.254.2,192.168.254.2,540,137390,25,0.0439648,0.171856
172.30.0.11,172.30.0.11,502,126607,27,0.037513185185185184,0.146632
172.30.0.1,172.30.0.1,38,4203,6,0.005604,0.012456
fe80::2ced:b1ff:fe55:7037,fe80::2ced:b1ff:fe55:7037,2,142,1,0.001136,0.001136
fe80::7ce1:ddff:fe22:629d,fe80::7ce1:ddff:fe22:629d,2,142,2,0.000568,0.000576
fe80::cea:bbff:fe2f:ad4a,fe80::cea:bbff:fe2f:ad4a,2,142,1,0.001136,0.001136
fe80::ced:1fff:fe31:c765,fe80::ced:1fff:fe31:c765,2,142,1,0.001136,0.001136
fe80::d82d:b0ff:fe7a:d605,fe80::d82d:b0ff:fe7a:d605,2,142,1,0.001136,0.001136
