# Overall Packet Count: 1190
# Overall Total Bytes: 314359
# Overall Average Packet Size (Bytes): 264.17
# Overall Capture Duration (Seconds): 2808.000
# Overall Average Rate (Mbps): 0.001

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.14,192.168.254.2,781,270642,21,0.10310171428571428,0.677328
10.1.1.2,10.1.2.2,213,27880,24,0.009293333333333334,0.025136
172.30.0.1,172.30.0.14,75,8503,21,0.0032392380952380954,0.013408
172.30.0.1,172.30.0.12,16,928,11,0.0006749090909090909,0.000928
10.1.1.2,10.1.1.3,20,880,12,0.0005866666666666667,0.001056
172.30.0.1,172.30.0.11,14,812,9,0.0007217777777777778,0.000928
172.30.0.1,172.30.0.13,10,580,8,0.00058,0.000928
::1,::1,6,378,6,0.000504,0.000504
172.30.0.14,193.29.63.226,3,272,1,0.002176,0.002176
127.0.0.1,127.0.0.1,6,258,6,0.000344,0.000344
172.30.0.1,172.30.0.15,3,174,2,0.000696,0.000928
fe80::70c4:2aff:fec6:7a0a,ff02::2,2,142,1,0.001136,0.001136
fe80::f48c:a8ff:fef0:f4dc,ff02::2,2,142,1,0.001136,0.001136
fe80::d823:1bff:fe3d:d2e6,ff02::2,2,142,1,0.001136,0.001136
fe80::d0aa:c7ff:fe32:9d82,ff02::2,2,142,1,0.001136,0.001136
fe80::cc28:20ff:fe01:3bdc,ff02::2,2,142,1,0.001136,0.001136
fe80::c57:2eff:fe82:79b9,ff02::2,2,142,1,0.001136,0.001136
fe80::b04f:9ff:fe76:2f32,ff02::2,2,142,1,0.001136,0.001136
fe80::84df:23ff:fe0d:e95d,ff02::2,2,142,1,0.001136,0.001136
fe80::7466:d9ff:fe6f:61e7,ff02::2,2,142,1,0.001136,0.001136
fe80::742f:e5ff:fe5e:35a1,ff02::2,2,142,1,0.001136,0.001136
fe80::5031:55ff:feaa:ffca,ff02::2,2,142,1,0.001136,0.001136
fe80::68d8:43ff:feab:3864,ff02::2,2,142,1,0.001136,0.001136
fe80::50be:8fff:fe8f:85ab,ff02::2,2,142,1,0.001136,0.001136
fe80::503c:e2ff:fe92:130f,ff02::2,2,142,1,0.001136,0.001136
fe80::5038:85ff:fe96:71d6,ff02::2,2,142,1,0.001136,0.001136
fe80::4c8:9aff:fe5a:1328,ff02::2,2,142,1,0.001136,0.001136
fe80::2c4b:3dff:feea:b48d,ff02::2,2,142,1,0.001136,0.001136
fe80::1270:fdff:fe57:e58,ff02::2,2,142,1,0.001136,0.001136
fe80::1270:fdff:fe57:e2c,ff02::2,2,142,1,0.001136,0.001136
fe80::1003:8aff:fe14:42f6,ff02::2,2,142,1,0.001136,0.001136
fe80::fce5:e9ff:febe:7997,ff02::2,2,142,1,0.001136,0.001136
fe80::f062:ff:fe3e:6285,ff02::2,1,70,1,0.00056,0.00056
