DevID,TotalFilesChanged,AvgFilesChangedPerMin,PeakFilesChangedPerMin,ChangeTimeSpanMinutes
learner.infra.real.imgnet.blankcanvas,4776,3494.6341463414633,4775,1.3666666666666667
