Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
discern-file-so,1465.3568050986842,1591.4296875,280.68359375,24,114.0
discern-logs-so,1205.4296875,1205.4296875,15.92578125,24,122.0
discern-network,1817.06640625,1862.93359375,81.62109375,24,118.0
discern-proc-so,1205.92578125,1205.92578125,17.33203125,24,118.0
systemd-journal,54.29320047669491,57.27734375,18.81640625,24,118.0
