# Overall Packet Count: 3811
# Overall Total Bytes: 739985
# Overall Average Packet Size (Bytes): 194.17
# Overall Capture Duration (Seconds): 70.000
# Overall Average Rate (Mbps): 0.085

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.4,1932,320123,19,0.13478863157894738,0.427672
172.30.0.11,192.168.254.2,827,219430,22,0.07979272727272728,0.306416
10.10.10.1,10.10.10.3,938,189506,14,0.10828914285714286,0.36484
172.30.0.1,172.30.0.11,90,9164,8,0.009164,0.02608
172.30.0.11,50.218.103.254,3,272,2,0.001088,0.00144
fe80::20bc:a9ff:fe9e:ed1a,ff02::2,2,142,1,0.001136,0.001136
fe80::2c9d:fcff:fee3:50a5,ff02::2,2,142,1,0.001136,0.001136
fe80::6480:15ff:fe71:cabd,ff02::2,2,142,1,0.001136,0.001136
fe80::68be:fcff:fe88:d6f7,ff02::2,2,142,1,0.001136,0.001136
fe80::7c04:38ff:fe9f:df8d,ff02::2,2,142,1,0.001136,0.001136
fe80::b817:31ff:fef4:e825,ff02::2,2,142,1,0.001136,0.001136
fe80::b858:8cff:fea2:19db,ff02::2,2,142,1,0.001136,0.001136
fe80::e48e:79ff:fe48:ac67,ff02::2,2,142,1,0.001136,0.001136
fe80::e4e1:88ff:fefe:1a2b,ff02::2,2,142,1,0.001136,0.001136
fe80::fc12:ff:fe4c:9d86,ff02::2,2,142,2,0.000568,0.000576
fe80::8494:7fff:fe7c:c61f,ff02::2,1,70,1,0.00056,0.00056
