Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,306.0,60.160659161339794,80.21174833621893,57
discern-file-so,397.0,33.185593599416535,55.92407216216789,78
pip3,33.0,63.144194753886275,70.01941258396005,7
discern-proc-so,390.0,2.6364448677438026,3.133304965156098,75
jbd2/vda2-8,395.0,1.7180603074251874,2.362015640499258,75
systemd,177.0,0.7088562933197549,1.1022506897617521,35
kswapd0,189.0,0.6113357181925346,0.6354504191627803,36
dpkg,9.0,10.5582403250665,10.740050339184531,2
apt-get,22.0,4.037003103472682,8.801929494045003,4
dpkg-deb,5.0,9.872004888573743,9.872004888573743,1
discern-network,58.0,0.7873553355298388,0.9791762364156377,11
apt-listchanges,5.0,4.255893873698743,4.255893873698743,1
mandb,6.0,1.733637763823088,1.733637763823088,1
