Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,511.0,147.10256345273245,168.2247653714944,97
discern-file-so,641.0,54.26879635563292,151.7611522538746,125
dockerd,621.0,10.520455480862713,29.65613327066621,119
discern-proc-so,639.0,6.199328779385007,15.623706378811429,123
pip,22.0,86.85919925783936,90.20698950565833,4
discern-network,596.0,3.18376053339741,5.04571466093483,114
pip3,16.0,44.15431114606437,63.75638586111859,3
exe,21.0,33.07734537877924,45.811744176263716,4
dpkg-deb,15.0,37.19027716099034,59.51707536641031,3
cc1,6.0,87.81254762100167,87.81254762100167,1
dpkg,26.0,14.715625213354297,32.8513712597973,5
apt-get,27.0,9.886137160693021,19.002136708715057,5
python3.9,6.0,38.67539018150827,38.67539018150827,1
python,5.0,37.03584481328856,37.03584481328856,1
jbd2/vda2-8,38.0,1.8321332105703618,2.906615046896021,9
apt,5.0,6.0057626107769755,6.0057626107769755,1
mandb,5.0,5.782900411465316,5.782900411465316,1
systemd,19.0,1.4103613942808138,2.371933090691631,5
containerd,5.0,4.49863174340456,4.49863174340456,1
kworker/u8,5.0,4.129759884055778,4.129759884055778,1
