IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
57.150.97.129,57.150.97.129,19467,1110271993,72,123.36355477777778,167.11496
151.101.64.223,151.101.64.223,2149,81419752,15,43.42386773333333,83.61244
151.101.2.132,151.101.2.132,1458,70192974,11,51.04943563636364,92.342008
151.101.130.132,151.101.130.132,1123,58452235,11,42.51071636363636,80.328288
151.101.194.132,151.101.194.132,750,36420419,8,36.420419,121.892224
151.101.66.132,151.101.66.132,643,32427518,6,43.23669066666667,72.81768
104.16.97.215,104.16.97.215,833,25374902,6,33.833202666666665,44.821776
104.16.100.215,104.16.100.215,483,12652827,6,16.870436,38.041184
140.82.116.3,140.82.116.3,256,7678879,2,30.715516,55.902504
151.101.128.223,151.101.128.223,171,3198916,9,2.8434808888888887,15.769808
151.101.192.223,151.101.192.223,147,2801873,4,5.603746,15.485864
172.30.0.12,172.30.0.12,12603,1341187,165,0.06502724848484849,0.374968
151.101.0.223,151.101.0.223,122,1322572,6,1.7634293333333333,7.342416
172.17.0.2,172.17.0.2,5143,412634,98,0.0336844081632653,0.107952
192.168.254.2,192.168.254.2,2417,236008,151,0.012503735099337748,0.127168
44.208.254.194,44.208.254.194,126,39895,4,0.07979,0.172576
172.30.0.1,172.30.0.1,165,32201,29,0.008883034482758621,0.026704
3.94.224.37,3.94.224.37,52,19171,3,0.051122666666666663,0.14056
98.85.153.80,98.85.153.80,25,7683,1,0.061464,0.061464
fe80::42:a1ff:fe50:5608,fe80::42:a1ff:fe50:5608,40,4169,16,0.0020845,0.005304
172.17.0.1,172.17.0.1,30,1888,12,0.0012586666666666666,0.002552
::,::,18,1652,10,0.0013216,0.00288
104.16.98.215,104.16.98.215,3,1104,1,0.008832,0.008832
fe80::e3:11ff:fef7:24d0,fe80::e3:11ff:fef7:24d0,12,1015,7,0.00116,0.003632
fe80::4fa:69ff:fef1:8067,fe80::4fa:69ff:fef1:8067,9,799,4,0.001598,0.00308
fe80::8f7:91ff:fe3c:8541,fe80::8f7:91ff:fe3c:8541,9,782,4,0.001564,0.004528
fe80::ac43:cff:fe08:7caf,fe80::ac43:cff:fe08:7caf,8,727,4,0.001454,0.002368
fe80::28fc:44ff:fe72:7cb,fe80::28fc:44ff:fe72:7cb,7,635,3,0.0016933333333333334,0.00308
198.137.202.56,198.137.202.56,4,364,2,0.001456,0.001456
fe80::1270:fdff:fe57:e10,fe80::1270:fdff:fe57:e10,4,284,2,0.001136,0.001136
fe80::a0cb:36ff:fe6a:9c84,fe80::a0cb:36ff:fe6a:9c84,4,284,2,0.001136,0.001136
fe80::e033:85ff:feca:7fe9,fe80::e033:85ff:feca:7fe9,4,284,3,0.0007573333333333334,0.001136
fe80::d832:b4ff:fe66:89a5,fe80::d832:b4ff:fe66:89a5,4,284,2,0.001136,0.001136
fe80::acaa:60ff:fee9:f254,fe80::acaa:60ff:fee9:f254,4,284,2,0.001136,0.001136
fe80::888c:31ff:feb4:6c49,fe80::888c:31ff:feb4:6c49,4,284,2,0.001136,0.001136
fe80::a020:51ff:fe08:1dd4,fe80::a020:51ff:fe08:1dd4,4,284,3,0.0007573333333333334,0.001136
fe80::786e:1cff:feb5:8349,fe80::786e:1cff:feb5:8349,4,284,2,0.001136,0.001136
fe80::6455:f1ff:feda:72a0,fe80::6455:f1ff:feda:72a0,4,284,2,0.001136,0.001136
fe80::46f:3fff:fe3f:1ae0,fe80::46f:3fff:fe3f:1ae0,4,284,3,0.0007573333333333334,0.001136
fe80::30d0:17ff:fe69:90a,fe80::30d0:17ff:fe69:90a,4,284,2,0.001136,0.001136
fe80::18eb:18ff:fe5b:6f0e,fe80::18eb:18ff:fe5b:6f0e,4,284,2,0.001136,0.001136
