IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
5.6.7.8,5.6.7.8,980,2086064,87,0.19182197701149425,0.723344
1.1.2.3,1.1.2.3,1376,108126,87,0.009942620689655172,0.036784
172.30.0.14,172.30.0.14,123,34576,7,0.03951542857142857,0.105344
192.168.254.2,192.168.254.2,121,31162,5,0.0498592,0.081456
172.30.0.1,172.30.0.1,17,2165,4,0.00433,0.006288
1.2.58.236,1.2.58.236,7,382,5,0.0006112,0.00088
1.2.5.119,1.2.5.119,6,330,4,0.00066,0.001312
1.2.73.58,1.2.73.58,6,328,5,0.0005248,0.00088
1.2.210.119,1.2.210.119,6,328,4,0.000656,0.00088
1.2.198.26,1.2.198.26,6,328,2,0.001312,0.002176
1.2.255.201,1.2.255.201,6,328,3,0.0008746666666666667,0.001312
1.2.176.10,1.2.176.10,6,328,5,0.0005248,0.00088
1.2.253.172,1.2.253.172,6,328,4,0.000656,0.001312
1.2.88.234,1.2.88.234,6,328,3,0.0008746666666666667,0.001312
1.2.205.109,1.2.205.109,6,328,5,0.0005248,0.00088
1.2.63.72,1.2.63.72,6,328,3,0.0008746666666666667,0.001312
1.2.254.85,1.2.254.85,6,328,5,0.0005248,0.00088
1.2.11.209,1.2.11.209,6,328,4,0.000656,0.00088
1.2.43.158,1.2.43.158,6,328,5,0.0005248,0.00088
1.2.155.117,1.2.155.117,6,328,4,0.000656,0.00088
1.2.201.143,1.2.201.143,6,328,3,0.0008746666666666667,0.001312
1.2.143.250,1.2.143.250,6,328,5,0.0005248,0.00088
1.2.128.145,1.2.128.145,6,328,3,0.0008746666666666667,0.001312
1.2.149.242,1.2.149.242,6,328,5,0.0005248,0.00088
1.2.63.4,1.2.63.4,6,328,4,0.000656,0.00088
1.2.73.184,1.2.73.184,6,328,5,0.0005248,0.00088
1.2.19.238,1.2.19.238,6,328,5,0.0005248,0.000864
1.2.108.147,1.2.108.147,6,328,5,0.0005248,0.00088
1.2.201.176,1.2.201.176,5,274,4,0.000548,0.00088
1.2.30.118,1.2.30.118,5,274,2,0.001096,0.001312
1.2.46.81,1.2.46.81,5,274,5,0.0004384,0.000448
1.2.68.209,1.2.68.209,5,274,5,0.0004384,0.000448
1.2.165.73,1.2.165.73,5,274,4,0.000548,0.00088
1.2.191.233,1.2.191.233,5,274,4,0.000548,0.00088
1.2.139.88,1.2.139.88,5,274,4,0.000548,0.00088
1.2.8.242,1.2.8.242,5,274,3,0.0007306666666666667,0.001312
1.2.181.209,1.2.181.209,5,274,5,0.0004384,0.000448
1.2.30.45,1.2.30.45,5,274,5,0.0004384,0.000448
1.2.102.211,1.2.102.211,5,274,3,0.0007306666666666667,0.001312
1.2.114.108,1.2.114.108,5,274,4,0.000548,0.00088
1.2.81.120,1.2.81.120,5,274,4,0.000548,0.00088
1.2.108.120,1.2.108.120,5,274,5,0.0004384,0.000448
1.2.178.117,1.2.178.117,5,274,4,0.000548,0.00088
1.2.247.240,1.2.247.240,5,274,4,0.000548,0.00088
1.2.161.170,1.2.161.170,5,272,4,0.000544,0.00088
1.2.15.194,1.2.15.194,5,272,4,0.000544,0.00088
1.2.221.73,1.2.221.73,5,272,4,0.000544,0.000864
1.2.3.117,1.2.3.117,5,272,3,0.0007253333333333334,0.001312
1.2.246.248,1.2.246.248,5,272,3,0.0007253333333333334,0.00088
1.2.32.244,1.2.32.244,5,272,5,0.0004352,0.000448
1.2.39.160,1.2.39.160,4,220,4,0.00044,0.000448
1.2.194.141,1.2.194.141,4,220,4,0.00044,0.000448
1.2.217.83,1.2.217.83,4,220,3,0.0005866666666666667,0.000864
1.2.20.156,1.2.20.156,4,220,4,0.00044,0.000448
1.2.116.38,1.2.116.38,4,220,2,0.00088,0.001312
1.2.28.135,1.2.28.135,4,220,3,0.0005866666666666667,0.000864
1.2.102.47,1.2.102.47,4,220,3,0.0005866666666666667,0.00088
1.2.18.9,1.2.18.9,4,220,4,0.00044,0.000448
1.2.3.8,1.2.3.8,4,220,2,0.00088,0.001312
1.2.234.214,1.2.234.214,4,220,4,0.00044,0.000448
1.2.145.204,1.2.145.204,4,220,3,0.0005866666666666667,0.00088
1.2.255.165,1.2.255.165,4,220,2,0.00088,0.001312
1.2.195.16,1.2.195.16,4,220,4,0.00044,0.000448
1.2.5.201,1.2.5.201,4,220,3,0.0005866666666666667,0.000864
1.2.160.179,1.2.160.179,4,220,2,0.00088,0.001312
1.2.165.20,1.2.165.20,4,220,3,0.0005866666666666667,0.00088
1.2.67.175,1.2.67.175,4,220,4,0.00044,0.000448
1.2.9.79,1.2.9.79,4,220,4,0.00044,0.000448
1.2.0.36,1.2.0.36,4,220,4,0.00044,0.000448
1.2.198.177,1.2.198.177,4,220,4,0.00044,0.000448
1.2.237.79,1.2.237.79,4,220,3,0.0005866666666666667,0.000864
1.2.54.158,1.2.54.158,4,220,2,0.00088,0.001312
1.2.99.180,1.2.99.180,4,220,3,0.0005866666666666667,0.000864
1.2.33.243,1.2.33.243,4,220,2,0.00088,0.001312
1.2.51.117,1.2.51.117,4,220,3,0.0005866666666666667,0.000864
1.2.13.144,1.2.13.144,4,220,3,0.0005866666666666667,0.00088
1.2.219.177,1.2.219.177,4,220,3,0.0005866666666666667,0.00088
1.2.57.154,1.2.57.154,4,220,3,0.0005866666666666667,0.00088
1.2.232.125,1.2.232.125,4,220,3,0.0005866666666666667,0.00088
1.2.190.150,1.2.190.150,4,220,4,0.00044,0.000448
1.2.30.25,1.2.30.25,4,220,3,0.0005866666666666667,0.00088
1.2.123.107,1.2.123.107,4,220,3,0.0005866666666666667,0.00088
1.2.255.168,1.2.255.168,4,218,2,0.000872,0.001312
1.2.201.196,1.2.201.196,4,218,4,0.000436,0.000448
1.2.128.238,1.2.128.238,4,218,4,0.000436,0.000448
1.2.227.107,1.2.227.107,4,218,3,0.0005813333333333333,0.00088
1.2.128.252,1.2.128.252,4,218,3,0.0005813333333333333,0.00088
1.2.95.84,1.2.95.84,4,218,2,0.000872,0.001312
1.2.19.179,1.2.19.179,4,218,3,0.0005813333333333333,0.00088
1.2.186.167,1.2.186.167,4,218,3,0.0005813333333333333,0.000864
1.2.254.145,1.2.254.145,4,218,4,0.000436,0.000448
1.2.68.237,1.2.68.237,4,218,3,0.0005813333333333333,0.00088
1.2.173.27,1.2.173.27,4,218,4,0.000436,0.000448
1.2.186.193,1.2.186.193,4,218,4,0.000436,0.000448
1.2.180.176,1.2.180.176,4,218,3,0.0005813333333333333,0.00088
1.2.178.64,1.2.178.64,4,218,3,0.0005813333333333333,0.00088
1.2.39.97,1.2.39.97,4,218,4,0.000436,0.000448
1.2.103.206,1.2.103.206,4,218,4,0.000436,0.000448
1.2.115.11,1.2.115.11,4,218,3,0.0005813333333333333,0.00088
1.2.34.175,1.2.34.175,4,218,3,0.0005813333333333333,0.00088
1.2.29.187,1.2.29.187,4,218,3,0.0005813333333333333,0.00088
1.2.26.66,1.2.26.66,4,218,2,0.000872,0.001312
1.2.48.227,1.2.48.227,4,218,3,0.0005813333333333333,0.00088
1.2.108.62,1.2.108.62,4,218,3,0.0005813333333333333,0.00088
1.2.45.17,1.2.45.17,4,218,4,0.000436,0.000448
1.2.170.221,1.2.170.221,4,218,4,0.000436,0.000448
1.2.123.128,1.2.123.128,4,218,4,0.000436,0.000448
1.2.144.243,1.2.144.243,4,218,2,0.000872,0.001312
1.2.112.74,1.2.112.74,4,218,3,0.0005813333333333333,0.00088
1.2.155.116,1.2.155.116,4,218,3,0.0005813333333333333,0.000864
1.2.123.212,1.2.123.212,4,218,3,0.0005813333333333333,0.00088
1.2.94.103,1.2.94.103,4,218,4,0.000436,0.000448
1.2.237.18,1.2.237.18,4,218,4,0.000436,0.000448
1.2.171.153,1.2.171.153,4,218,4,0.000436,0.000448
1.2.174.9,1.2.174.9,4,218,2,0.000872,0.001312
1.2.208.80,1.2.208.80,4,218,3,0.0005813333333333333,0.000864
1.2.23.36,1.2.23.36,4,218,4,0.000436,0.000448
1.2.248.162,1.2.248.162,4,218,2,0.000872,0.001312
1.2.42.29,1.2.42.29,4,218,3,0.0005813333333333333,0.000864
1.2.33.131,1.2.33.131,4,218,3,0.0005813333333333333,0.00088
1.2.184.148,1.2.184.148,4,218,4,0.000436,0.000448
1.2.85.109,1.2.85.109,4,218,3,0.0005813333333333333,0.00088
1.2.96.180,1.2.96.180,4,218,3,0.0005813333333333333,0.00088
1.2.203.58,1.2.203.58,4,218,3,0.0005813333333333333,0.00088
1.2.3.136,1.2.3.136,4,218,4,0.000436,0.000448
1.2.221.212,1.2.221.212,4,218,3,0.0005813333333333333,0.00088
1.2.222.153,1.2.222.153,4,218,3,0.0005813333333333333,0.000864
1.2.11.85,1.2.11.85,4,218,2,0.000872,0.001312
1.2.14.88,1.2.14.88,3,166,3,0.0004426666666666667,0.000448
1.2.5.128,1.2.5.128,3,166,3,0.0004426666666666667,0.000448
1.2.145.53,1.2.145.53,3,166,3,0.0004426666666666667,0.000448
1.2.74.29,1.2.74.29,3,166,3,0.0004426666666666667,0.000448
