IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
151.101.128.223,151.101.128.223,3965,168975137,14,96.55722114285714,126.195168
151.101.194.132,151.101.194.132,703,29676222,3,79.136592,125.533624
151.101.66.132,151.101.66.132,673,14964543,4,29.929086,45.66772
151.101.2.132,151.101.2.132,1345,9141945,5,14.627112,21.968976
140.82.116.3,140.82.116.3,257,4563735,2,18.25494,36.323576
151.101.192.223,151.101.192.223,255,3721705,12,2.4811366666666665,6.627936
172.30.0.12,172.30.0.12,6017,679670,59,0.09215864406779661,0.290256
192.168.254.2,192.168.254.2,1423,183698,55,0.02671970909090909,0.153504
172.30.0.1,172.30.0.1,61,9893,12,0.006595333333333333,0.017632
66.228.58.20,66.228.58.20,4,364,2,0.001456,0.001456
fe80::1ce9:7dff:fefd:d9e0,fe80::1ce9:7dff:fefd:d9e0,4,284,3,0.0007573333333333334,0.001136
fe80::241a:b7ff:fea2:f61a,fe80::241a:b7ff:fea2:f61a,4,284,2,0.001136,0.001136
fe80::2858:9eff:fe9a:b66,fe80::2858:9eff:fe9a:b66,4,284,2,0.001136,0.001136
fe80::3026:2eff:fe40:41e0,fe80::3026:2eff:fe40:41e0,4,284,2,0.001136,0.001136
fe80::a457:daff:fe14:2fd,fe80::a457:daff:fe14:2fd,4,284,2,0.001136,0.001136
fe80::c017:c5ff:fe70:3c31,fe80::c017:c5ff:fe70:3c31,4,284,2,0.001136,0.001136
fe80::cc21:86ff:fe55:3a9e,fe80::cc21:86ff:fe55:3a9e,4,284,2,0.001136,0.001136
fe80::f4a7:fff:feb0:7ff5,fe80::f4a7:fff:feb0:7ff5,4,284,2,0.001136,0.001136
fe80::fc0b:f2ff:fe9d:27a,fe80::fc0b:f2ff:fe9d:27a,4,284,2,0.001136,0.001136
