Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,73.000,82.003,87.286,15
discern-proc-so,281.000,2.355,2.702,58
discern-network,290.000,0.414,0.436,59
systemd,304.000,0.322,2.588,59
discern-logs-so,290.000,0.283,0.290,59
kswapd0,145.000,0.253,0.260,29
jbd2/vda2-8,80.000,0.245,0.249,16
OverallSystemRecord,234.000,3.394,5.287,47
