IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
192.168.254.2,192.168.254.2,186,50636,7,0.05786971428571429,0.088928
172.30.0.12,172.30.0.12,181,48014,12,0.032009333333333334,0.09944
10.1.2.3,10.1.2.3,161,31810,13,0.019575384615384616,0.066616
10.1.2.2,10.1.2.2,187,17692,13,0.010887384615384615,0.033008
172.30.0.1,172.30.0.1,21,2394,6,0.003192,0.004624
74.208.25.46,74.208.25.46,2,182,1,0.001456,0.001456
fe80::2c03:1aff:fe17:133e,fe80::2c03:1aff:fe17:133e,2,142,1,0.001136,0.001136
fe80::a401:7ff:fee0:5a32,fe80::a401:7ff:fee0:5a32,2,142,1,0.001136,0.001136
fe80::b8ee:b2ff:fedc:1774,fe80::b8ee:b2ff:fedc:1774,2,142,1,0.001136,0.001136
fe80::bc6f:1eff:fee3:8e03,fe80::bc6f:1eff:fee3:8e03,2,142,2,0.000568,0.000576
fe80::60bc:8ff:fe69:c85e,fe80::60bc:8ff:fe69:c85e,1,70,1,0.00056,0.00056
