# Overall Packet Count: 93561
# Overall Total Bytes: 24204741
# Overall Average Packet Size (Bytes): 258.71
# Overall Capture Duration (Seconds): 1822.000
# Overall Average Rate (Mbps): 0.106

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.12,192.168.254.2,82066,13865338,678,0.163602808259587,21.342976
1.1.2.3,5.6.7.8,8910,10083158,655,0.12315307480916031,0.312256
172.30.0.1,172.30.0.12,2523,252761,442,0.004574859728506788,0.021344
1.1.2.2,1.1.2.3,23,1012,23,0.000352,0.000352
172.30.0.1,172.30.0.11,10,580,5,0.000928,0.000928
172.30.0.1,172.30.0.14,8,464,5,0.0007424,0.000928
172.30.0.1,172.30.0.15,8,464,4,0.000928,0.000928
104.234.61.117,172.30.0.12,4,364,2,0.001456,0.001472
172.30.0.1,172.30.0.13,3,174,2,0.000696,0.000928
fe80::2875:c2ff:fe40:8a7,ff02::2,2,142,1,0.001136,0.001136
fe80::2c4b:3dff:feea:b48d,ff02::2,2,142,1,0.001136,0.001136
fe80::e866:7ff:fea7:a59c,ff02::2,2,142,1,0.001136,0.001136
