IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.11,172.30.0.11,472,173234,25,0.05543488,0.203
192.168.254.2,192.168.254.2,440,86742,23,0.03017113043478261,0.222384
10.1.2.3,10.1.2.3,122,23791,8,0.023791,0.04576
10.1.2.2,10.1.2.2,137,12552,8,0.012552,0.024896
172.30.0.1,172.30.0.1,38,4101,8,0.004101,0.006912
204.2.134.173,204.2.134.173,2,182,1,0.001456,0.001456
fe80::b8ee:b2ff:fedc:1774,fe80::b8ee:b2ff:fedc:1774,2,142,1,0.001136,0.001136
fe80::bc6f:1eff:fee3:8e03,fe80::bc6f:1eff:fee3:8e03,2,142,1,0.001136,0.001136
fe80::d459:70ff:feae:47b6,fe80::d459:70ff:feae:47b6,2,142,1,0.001136,0.001136
fe80::e036:21ff:febd:3378,fe80::e036:21ff:febd:3378,2,142,1,0.001136,0.001136
fe80::1270:fdff:fe51:8a78,fe80::1270:fdff:fe51:8a78,1,70,1,0.00056,0.00056
