Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
dbus-daemon,24.012752757352942,24.43359375,18.41015625,15,68.0
discern-file-so,1509.7142693014705,1527.11328125,275.0,15,68.0
discern-network,1833.33203125,1833.33203125,30.59375,15,68.0
discern-proc-so,1205.92578125,1205.92578125,16.3359375,15,72.0
systemd-journal,49.27734375,49.27734375,13.9609375,15,68.0
