Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,507.0,145.83461602356775,167.8579243346917,97
discern-file-so,648.0,48.51811525522691,77.55900411463648,125
dockerd,621.0,10.11598727819499,32.95373931293456,119
discern-proc-so,648.0,6.013130988226344,16.926728104111493,125
discern-network,588.0,3.3868047698224903,5.583117618599032,113
pip,21.0,84.90463928634864,90.10082525714354,4
pip3,11.0,59.47637002105019,75.30071895998312,2
exe,15.0,32.58351784258143,49.03487659019685,3
dpkg,26.0,15.004452230311507,25.944919636125334,5
cc1,5.0,77.36900880490407,77.36900880490407,1
apt-get,26.0,10.842463582779262,25.564864200143198,5
dpkg-deb,5.0,52.83111231681973,52.83111231681973,1
jbd2/vda2-8,58.0,2.1164465421941965,2.9922200358482773,12
mandb,11.0,4.913086031745089,5.100072282100437,2
apt,11.0,4.240616611310378,5.607154859827311,2
frontend,5.0,7.847266195734667,7.847266195734668,1
systemd,19.0,1.3586011845730221,6.1511693693447045,6
docker,5.0,2.8928578200220247,2.8928578200220247,1
sh,6.0,2.370268567510971,2.370268567510971,1
