IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
5.6.7.8,5.6.7.8,961,2058972,94,0.1752316595744681,0.904112
1.1.2.3,1.1.2.3,1349,105906,98,0.00864538775510204,0.044544
192.168.254.2,192.168.254.2,102,29278,5,0.0468448,0.080048
172.30.0.14,172.30.0.14,105,27943,5,0.0447088,0.077608
172.30.0.1,172.30.0.1,13,1398,2,0.005592,0.006056
1.2.160.5,1.2.160.5,9,492,4,0.000984,0.002192
1.2.166.65,1.2.166.65,6,328,5,0.0005248,0.00088
1.2.98.172,1.2.98.172,6,328,3,0.0008746666666666667,0.00088
1.2.83.18,1.2.83.18,6,328,5,0.0005248,0.000864
1.2.187.21,1.2.187.21,6,328,4,0.000656,0.001312
1.2.113.123,1.2.113.123,6,328,5,0.0005248,0.00088
1.2.220.164,1.2.220.164,6,328,4,0.000656,0.00088
1.2.235.216,1.2.235.216,6,328,3,0.0008746666666666667,0.001312
1.2.209.177,1.2.209.177,6,328,4,0.000656,0.00088
1.2.231.69,1.2.231.69,6,328,5,0.0005248,0.000864
1.2.204.69,1.2.204.69,6,328,5,0.0005248,0.00088
1.2.100.160,1.2.100.160,6,328,4,0.000656,0.00088
1.2.180.95,1.2.180.95,6,328,3,0.0008746666666666667,0.001312
1.2.60.12,1.2.60.12,6,328,6,0.00043733333333333336,0.000448
1.2.255.243,1.2.255.243,6,328,4,0.000656,0.001312
1.2.86.172,1.2.86.172,5,274,5,0.0004384,0.000448
1.2.14.197,1.2.14.197,5,274,5,0.0004384,0.000448
1.2.20.33,1.2.20.33,5,274,3,0.0007306666666666667,0.001312
1.2.105.37,1.2.105.37,5,274,4,0.000548,0.000864
1.2.16.19,1.2.16.19,5,274,4,0.000548,0.00088
1.2.248.44,1.2.248.44,5,274,3,0.0007306666666666667,0.001312
1.2.161.179,1.2.161.179,5,274,5,0.0004384,0.000448
1.2.76.117,1.2.76.117,5,274,5,0.0004384,0.000448
1.2.119.182,1.2.119.182,5,274,4,0.000548,0.00088
1.2.18.102,1.2.18.102,5,274,3,0.0007306666666666667,0.001312
1.2.235.132,1.2.235.132,5,274,4,0.000548,0.000864
1.2.120.213,1.2.120.213,5,274,4,0.000548,0.000864
1.2.252.120,1.2.252.120,5,272,4,0.000544,0.000864
1.2.230.40,1.2.230.40,5,272,3,0.0007253333333333334,0.001312
1.2.238.7,1.2.238.7,5,272,5,0.0004352,0.000448
1.2.31.47,1.2.31.47,5,272,5,0.0004352,0.000448
1.2.121.218,1.2.121.218,5,272,4,0.000544,0.000864
1.2.136.117,1.2.136.117,5,272,5,0.0004352,0.000448
1.2.247.194,1.2.247.194,4,220,4,0.00044,0.000448
1.2.193.60,1.2.193.60,4,220,3,0.0005866666666666667,0.00088
1.2.165.180,1.2.165.180,4,220,3,0.0005866666666666667,0.00088
1.2.93.8,1.2.93.8,4,220,2,0.00088,0.001312
1.2.78.17,1.2.78.17,4,220,4,0.00044,0.000448
1.2.197.202,1.2.197.202,4,220,4,0.00044,0.000448
1.2.190.2,1.2.190.2,4,220,3,0.0005866666666666667,0.00088
1.2.127.202,1.2.127.202,4,220,3,0.0005866666666666667,0.000864
1.2.12.147,1.2.12.147,4,220,2,0.00088,0.001312
1.2.177.107,1.2.177.107,4,220,2,0.00088,0.001312
1.2.125.43,1.2.125.43,4,220,3,0.0005866666666666667,0.00088
1.2.9.218,1.2.9.218,4,220,3,0.0005866666666666667,0.00088
1.2.62.135,1.2.62.135,4,220,3,0.0005866666666666667,0.000864
1.2.175.115,1.2.175.115,4,220,4,0.00044,0.000448
1.2.103.253,1.2.103.253,4,220,3,0.0005866666666666667,0.000864
1.2.0.27,1.2.0.27,4,220,3,0.0005866666666666667,0.00088
1.2.221.110,1.2.221.110,4,220,4,0.00044,0.000448
1.2.121.35,1.2.121.35,4,220,2,0.00088,0.001312
1.2.64.6,1.2.64.6,4,220,3,0.0005866666666666667,0.00088
1.2.39.63,1.2.39.63,4,220,3,0.0005866666666666667,0.000864
1.2.123.203,1.2.123.203,4,220,4,0.00044,0.000448
1.2.33.107,1.2.33.107,4,220,3,0.0005866666666666667,0.00088
1.2.85.45,1.2.85.45,4,220,2,0.00088,0.001312
1.2.228.157,1.2.228.157,4,220,2,0.00088,0.001312
1.2.74.177,1.2.74.177,4,220,3,0.0005866666666666667,0.00088
1.2.107.221,1.2.107.221,4,218,4,0.000436,0.000448
1.2.33.187,1.2.33.187,4,218,2,0.000872,0.001312
1.2.166.116,1.2.166.116,4,218,3,0.0005813333333333333,0.00088
1.2.244.111,1.2.244.111,4,218,4,0.000436,0.000448
1.2.32.242,1.2.32.242,4,218,2,0.000872,0.001312
1.2.20.108,1.2.20.108,4,218,2,0.000872,0.001312
1.2.235.69,1.2.235.69,4,218,4,0.000436,0.000448
1.2.70.255,1.2.70.255,4,218,3,0.0005813333333333333,0.00088
1.2.153.146,1.2.153.146,4,218,4,0.000436,0.000448
1.2.55.122,1.2.55.122,4,218,2,0.000872,0.001312
1.2.21.14,1.2.21.14,4,218,4,0.000436,0.000448
1.2.63.18,1.2.63.18,4,218,3,0.0005813333333333333,0.00088
1.2.205.219,1.2.205.219,4,218,3,0.0005813333333333333,0.000864
1.2.49.216,1.2.49.216,4,218,2,0.000872,0.001312
1.2.69.2,1.2.69.2,4,218,4,0.000436,0.000448
1.2.123.219,1.2.123.219,4,218,4,0.000436,0.000448
1.2.70.95,1.2.70.95,4,218,3,0.0005813333333333333,0.000864
1.2.41.15,1.2.41.15,4,218,2,0.000872,0.001312
1.2.47.103,1.2.47.103,4,218,4,0.000436,0.000448
1.2.148.253,1.2.148.253,4,218,4,0.000436,0.000448
1.2.245.126,1.2.245.126,4,218,3,0.0005813333333333333,0.00088
1.2.23.217,1.2.23.217,4,218,2,0.000872,0.001312
1.2.76.149,1.2.76.149,4,218,4,0.000436,0.000448
1.2.127.111,1.2.127.111,4,218,3,0.0005813333333333333,0.00088
1.2.42.176,1.2.42.176,4,218,3,0.0005813333333333333,0.000864
1.2.233.169,1.2.233.169,4,218,4,0.000436,0.000448
1.2.245.115,1.2.245.115,4,218,4,0.000436,0.000448
1.2.59.116,1.2.59.116,4,218,3,0.0005813333333333333,0.000864
1.2.174.115,1.2.174.115,4,218,2,0.000872,0.001312
1.2.173.250,1.2.173.250,4,218,4,0.000436,0.000448
1.2.99.94,1.2.99.94,4,218,4,0.000436,0.000448
1.2.98.59,1.2.98.59,4,218,4,0.000436,0.000448
1.2.137.46,1.2.137.46,4,218,3,0.0005813333333333333,0.000864
1.2.0.166,1.2.0.166,4,218,3,0.0005813333333333333,0.000864
1.2.245.44,1.2.245.44,4,218,4,0.000436,0.000448
1.2.110.6,1.2.110.6,3,166,3,0.0004426666666666667,0.000448
1.2.98.5,1.2.98.5,3,166,3,0.0004426666666666667,0.000448
1.2.34.237,1.2.34.237,3,166,3,0.0004426666666666667,0.000448
1.2.6.75,1.2.6.75,3,166,3,0.0004426666666666667,0.000448
1.2.229.39,1.2.229.39,3,166,3,0.0004426666666666667,0.000448
1.2.175.155,1.2.175.155,3,166,3,0.0004426666666666667,0.000448
1.2.223.85,1.2.223.85,3,164,1,0.001312,0.001312
1.2.15.224,1.2.15.224,3,164,1,0.001312,0.001312
1.2.15.208,1.2.15.208,3,164,1,0.001312,0.001312
1.2.223.90,1.2.223.90,3,164,2,0.000656,0.000864
1.2.15.192,1.2.15.192,3,164,3,0.00043733333333333336,0.000448
1.2.15.137,1.2.15.137,3,164,2,0.000656,0.000864
1.2.225.19,1.2.225.19,3,164,3,0.00043733333333333336,0.000448
1.2.224.242,1.2.224.242,3,164,2,0.000656,0.000864
1.2.224.122,1.2.224.122,3,164,2,0.000656,0.000864
1.2.224.221,1.2.224.221,3,164,3,0.00043733333333333336,0.000448
1.2.225.165,1.2.225.165,3,164,1,0.001312,0.001312
1.2.224.237,1.2.224.237,3,164,2,0.000656,0.00088
1.2.15.178,1.2.15.178,3,164,1,0.001312,0.001312
1.2.250.119,1.2.250.119,3,164,3,0.00043733333333333336,0.000448
1.2.223.68,1.2.223.68,3,164,1,0.001312,0.001312
