IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.1,787,247902,43,0.0461213023255814,0.22904
192.168.254.2,192.168.254.2,557,161102,27,0.04773392592592592,0.166464
10.10.10.2,10.10.10.2,1299,153935,42,0.02932095238095238,0.077008
172.30.0.11,172.30.0.11,501,130063,29,0.03587944827586207,0.142368
172.30.0.1,172.30.0.1,41,4452,5,0.0071232,0.012976
fe80::2480:efff:fe84:e6b1,fe80::2480:efff:fe84:e6b1,2,142,1,0.001136,0.001136
fe80::34e2:d8ff:fe36:75a2,fe80::34e2:d8ff:fe36:75a2,2,142,1,0.001136,0.001136
fe80::5059:d0ff:fe1d:4dbc,fe80::5059:d0ff:fe1d:4dbc,2,142,1,0.001136,0.001136
fe80::7022:f3ff:fea4:5895,fe80::7022:f3ff:fea4:5895,2,142,1,0.001136,0.001136
fe80::cc55:b0ff:fe29:c779,fe80::cc55:b0ff:fe29:c779,2,142,1,0.001136,0.001136
