Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,68.0,78.54902147467293,87.1562810980045,16
discern-proc-so,62.0,1.883911639956158,2.104545679797604,14
jbd2/vda2-8,68.0,0.6298801868268006,0.6651665965678641,15
python3,12.0,3.0588520134596333,5.890871630645238,3
kswapd0,68.0,0.5359883939220458,0.5540858157558046,15
systemd,57.0,0.571199281353506,1.7299275795833051,12
discern-network,5.0,0.313071003059087,0.313071003059087,1
sshd,0.0,,1.09557626091948,1
