IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.1,1582,532367,14,0.3042097142857143,1.778368
10.10.10.3,10.10.10.3,1338,149403,13,0.0919403076923077,0.126
172.30.0.14,172.30.0.14,184,41482,11,0.030168727272727274,0.077936
192.168.254.2,192.168.254.2,144,39888,9,0.035456,0.079168
172.30.0.1,172.30.0.1,38,4299,5,0.0068784,0.016288
34.117.59.81,34.117.59.81,9,2108,2,0.008432,0.008792
104.26.12.205,104.26.12.205,9,1468,1,0.011744,0.011744
fe80::2c5b:cbff:fe93:19c2,fe80::2c5b:cbff:fe93:19c2,2,142,1,0.001136,0.001136
fe80::6c38:3eff:feb8:5046,fe80::6c38:3eff:feb8:5046,2,142,1,0.001136,0.001136
fe80::e8be:d6ff:fe8d:edab,fe80::e8be:d6ff:fe8d:edab,2,142,1,0.001136,0.001136
