Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,536.000,81.817,90.990,106
discern-proc-so,4435.000,2.426,2.773,883
discern-network,4473.000,1.107,1.161,883
discern-logs-so,4513.000,0.570,0.609,883
systemd-journal,4537.000,0.188,0.190,881
systemd,4046.000,0.147,2.080,779
OverallSystemRecord,4089.000,4.272,6.624,814
