Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,511.0,152.3511002063632,178.38722838996867,98
discern-file-so,643.0,49.861631647741504,74.32554746759212,126
dockerd,620.0,10.230574349934107,30.860204480352763,120
discern-proc-so,632.0,5.707428687628375,12.539983771254603,122
discern-network,568.0,3.479905070762734,5.620466049634479,109
pip,21.0,83.80888092530252,90.46678655446053,4
pip3,15.0,36.51150195676743,44.697884955344655,3
dpkg-deb,15.0,29.352251676586736,55.803390036413525,3
exe,16.0,26.2382408779713,36.44617886852287,3
dpkg,19.0,20.878296369823286,23.328720422320426,4
cc1,10.0,34.7903376528174,62.006605762373795,2
apt-get,21.0,10.279262510764593,23.160845636830178,4
kworker/u8,27.0,6.482751808413116,9.4624278159614,5
apt,15.0,6.420094067693598,11.97087680001789,3
jbd2/vda2-8,49.0,1.8148687181522662,2.8009499479560658,11
mandb,11.0,6.962121241006408,7.35633956353155,2
python,5.0,7.221550101354199,7.2215501013542,1
store,5.0,6.070965878726679,6.070965878726679,1
frontend,5.0,5.555059787043858,5.555059787043858,1
http,5.0,3.793876400617978,3.7938764006179784,1
systemd,12.0,1.3578474732244608,1.4355226740293163,4
containerd,6.0,1.5152003674816124,1.5152003674816124,1
