Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
apt,64.58203125,155.25390625,67.49609375,3,15.0
apt-get,62.44890625,155.34375,71.1171875,4,25.0
cc1,125.94921875,125.94921875,110.2578125,1,5.0
containerd,1384.50732421875,1514.140625,49.7734375,22,112.0
discern-bash-so,1204.80859375,1204.80859375,12.18359375,2,6.0
discern-file-so,1638.5150438554447,1656.62109375,461.01171875,125,652.0
discern-logs-so,1205.8414522058824,1205.9296875,16.58203125,4,17.0
discern-network,2278.3915970343896,2289.90234375,176.2421875,124,647.0
discern-proc-so,1206.5770970394738,1206.73828125,25.9140625,9,38.0
docker,1354.1428422370618,1390.4453125,56.40625,113,599.0
dockerd,1493.46179375,1558.62109375,120.6640625,119,625.0
dpkg,21.375,21.4140625,17.71875,2,10.0
exe,1277.7864583333333,1341.453125,87.17578125,3,15.0
pip,79.68154761904762,99.0390625,94.6484375,4,21.0
pip3,60.270833333333336,67.53125,62.84375,3,15.0
python3,3177.8453979492188,3431.8125,1285.87890625,85,448.0
systemd-journal,55.45703125,55.45703125,20.01953125,2,10.0
