# Overall Packet Count: 58456
# Overall Total Bytes: 1883756693
# Overall Average Packet Size (Bytes): 32225.21
# Overall Capture Duration (Seconds): 665.000
# Overall Average Rate (Mbps): 22.662

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.12,57.150.97.129,29894,1367580756,75,145.87528064,225.444144
151.101.2.132,172.30.0.12,3973,135423173,16,67.7115865,131.948176
172.17.0.2,57.150.97.129,6845,134977250,75,14.397573333333334,47.685856
151.101.192.223,172.30.0.12,5187,128332404,21,48.88853485714286,92.250032
151.101.130.132,172.30.0.12,847,26412384,6,35.216512,62.583808
104.16.99.215,172.30.0.12,1038,20977106,6,27.969474666666667,70.26932
151.101.192.223,172.17.0.2,1339,15546464,20,6.2185856,16.143776
104.16.98.215,172.30.0.12,976,14939793,6,19.919724,45.736568
151.101.2.132,172.17.0.2,508,12402711,6,16.536948,34.13684
140.82.116.3,172.30.0.12,415,7507015,2,30.02806,56.105016
151.101.194.132,172.30.0.12,263,6058247,4,12.116494,28.124432
151.101.0.223,172.30.0.12,412,4886332,13,3.0069735384615384,9.792984
151.101.130.132,172.17.0.2,195,3997954,2,15.991816,18.097336
151.101.64.223,172.30.0.12,199,1240039,5,1.9840624,6.753312
172.30.0.12,192.168.254.2,5099,815116,158,0.04127169620253165,0.325728
151.101.0.223,172.17.0.2,134,731820,11,0.5322327272727273,2.439128
104.16.101.215,172.30.0.12,55,694456,1,5.555648,5.555648
151.101.66.132,172.30.0.12,71,649689,3,1.732504,5.193176
151.101.64.223,172.17.0.2,100,427711,5,0.6843376,3.085104
172.30.0.1,172.30.0.12,329,46495,28,0.013284285714285714,0.042336
172.30.0.12,44.208.254.194,168,42984,4,0.085968,0.33296
172.30.0.12,3.94.224.37,166,40907,5,0.0654512,0.307992
104.16.100.215,172.30.0.12,13,4810,1,0.03848,0.03848
172.17.0.2,172.30.0.1,36,3969,12,0.002646,0.006616
fe80::42:8eff:fe97:38a,ff02::16,19,2168,13,0.0013341538461538462,0.002368
151.101.66.132,172.17.0.2,15,2156,3,0.005749333333333334,0.015008
fe80::42:8eff:fe97:38a,ff02::1:3,18,1602,8,0.001602,0.002848
172.17.0.1,224.0.0.252,16,1104,8,0.001104,0.001656
::,ff02::16,12,1104,8,0.001104,0.002208
107.191.55.233,172.30.0.12,8,728,3,0.0019413333333333333,0.002912
fe80::d0ed:12ff:fe5f:71e1,ff02::2,6,432,6,0.000576,0.000576
172.17.0.1,224.0.0.22,7,392,7,0.000448,0.000448
fe80::d0ed:12ff:fe5f:71e1,ff02::16,4,388,2,0.001552,0.001632
fe80::8ca:63ff:fe1c:81dc,ff02::16,4,388,2,0.001552,0.001632
fe80::8c0:afff:fe1b:54fb,ff02::16,4,388,2,0.001552,0.002368
fe80::b8ef:b8ff:fec4:2457,ff02::16,3,296,2,0.001184,0.001472
fe80::74c0:b9ff:fe9b:7d7b,ff02::2,4,284,2,0.001136,0.001136
fe80::ac42:aeff:feb7:529f,ff02::2,4,284,2,0.001136,0.001136
fe80::a466:85ff:fe2f:7fa9,ff02::2,4,284,2,0.001136,0.001136
fe80::a075:d0ff:fea2:46da,ff02::2,4,284,2,0.001136,0.001136
fe80::94d4:f8ff:fe42:c9eb,ff02::2,4,284,2,0.001136,0.001136
fe80::90a6:52ff:fe50:77ea,ff02::2,4,284,2,0.001136,0.001136
fe80::8c04:4bff:fe08:4c12,ff02::2,4,284,2,0.001136,0.001136
fe80::a825:7cff:fec5:61f2,ff02::2,4,284,3,0.0007573333333333334,0.001136
fe80::5ce1:d9ff:fef1:98d7,ff02::2,4,284,2,0.001136,0.001136
fe80::34c3:3bff:fe79:1ba6,ff02::2,4,284,2,0.001136,0.001136
fe80::1007:62ff:fe2e:24e1,ff02::2,4,284,2,0.001136,0.001136
fe80::583d:54ff:fed3:6eaf,ff02::16,3,276,2,0.001104,0.001472
fe80::583d:54ff:fed3:6eaf,ff02::1:3,3,267,2,0.001068,0.001424
fe80::b8ef:b8ff:fec4:2457,ff02::1:3,3,267,1,0.002136,0.002136
fe80::8ca:63ff:fe1c:81dc,ff02::1:3,3,267,1,0.002136,0.002136
fe80::d0ed:12ff:fe5f:71e1,ff02::1:3,3,267,2,0.001068,0.001424
fe80::8c0:afff:fe1b:54fb,ff02::2,3,216,3,0.000576,0.000576
fe80::1270:fdff:fe57:e10,ff02::2,3,212,2,0.000848,0.001136
fe80::8c0:afff:fe1b:54fb,ff02::1:3,2,178,1,0.001424,0.001424
fe80::583d:54ff:fed3:6eaf,ff02::2,2,144,2,0.000576,0.000576
fe80::b8ef:b8ff:fec4:2457,ff02::2,2,144,2,0.000576,0.000576
::,ff02::1:ff5f:71e1,1,88,1,0.000704,0.000704
::,ff02::1:ff1c:81dc,1,88,1,0.000704,0.000704
::,ff02::1:ff1b:54fb,1,88,1,0.000704,0.000704
::,ff02::1:ffd3:6eaf,1,88,1,0.000704,0.000704
::,ff02::1:ffc4:2457,1,88,1,0.000704,0.000704
::,ff02::1:ff97:38a,1,88,1,0.000704,0.000704
fe80::8ca:63ff:fe1c:81dc,ff02::2,1,72,1,0.000576,0.000576
