Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,512.0,146.4192884360844,170.4713171900408,98
discern-file-so,644.0,54.953786681452684,148.89720234001103,126
dockerd,627.0,10.048956538463328,29.960242715116696,120
discern-proc-so,641.0,6.899375160229842,23.67844514381255,124
discern-network,580.0,3.7203423661526993,5.848792749981747,111
pip,21.0,90.61692946795245,93.54406625610898,4
exe,28.0,31.18585293693235,38.65490101276816,5
pip3,16.0,39.14139971049936,47.225307945116015,3
dpkg,26.0,17.10093943634409,30.91055704030022,5
cc1,6.0,73.02783683022102,73.02783683022102,1
apt-get,27.0,10.786524501846705,21.45506653842413,5
as,5.0,32.31369808324828,32.31369808324828,1
store,5.0,31.128129996821787,31.128129996821787,1
dpkg-deb,11.0,13.540979556534895,16.574124728180074,2
apt,11.0,6.655200952651764,10.757035411028664,3
jbd2/vda2-8,30.0,2.1183457205442067,2.9745611617145995,7
python3.9,5.0,12.553789119361067,12.553789119361067,1
mandb,5.0,8.9611535850349,8.9611535850349,1
python,6.0,7.407313304481139,7.407313304481139,1
frontend,5.0,5.524282090441219,5.524282090441219,1
http,5.0,4.862523932297352,4.862523932297352,1
containerd,6.0,3.6519694150074464,13.243107404202808,2
docker,11.0,1.8655274098014774,2.1139295776857576,2
systemd,10.0,1.5201634457832172,1.6281064055171546,2
