Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
apt,98.96875,155.3203125,89.8203125,1,5.0
apt-get,64.69921875,155.3671875,67.28125,5,27.0
apt-listchanges,29.55859375,30.44921875,19.45703125,1,5.0
discern-file-so,1521.4858486757105,1527.11328125,301.15625,73,387.0
discern-logs-so,1205.4296875,1205.4296875,16.50390625,68,360.0
discern-network,1885.4876655361757,1889.515625,110.140625,73,387.0
discern-proc-so,1205.92578125,1205.92578125,16.51171875,30,157.0
dpkg,21.171875,21.171875,17.46875,1,6.0
pip3,114.71732954545455,295.19140625,288.078125,6,33.0
py3compile,17.96875,17.96875,11.765625,1,5.0
python3,576.0157543460265,856.16796875,449.03125,57,302.0
systemd-journal,63.07072288424124,65.28125,22.83203125,49,257.0
