Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,298.0,57.68816883633086,72.77253291247789,57
discern-file-so,369.0,31.579309496097558,52.41618989090079,73
pip3,32.0,74.38213775775593,81.38096213494643,6
discern-proc-so,372.0,2.6961573452364505,2.9203059957172286,72
jbd2/vda2-8,379.0,1.4450865794116265,2.0188458610084736,72
systemd,226.0,0.7577796374939755,1.1625957145857615,43
kswapd0,142.0,0.5872639067973677,0.6136159726075585,28
dpkg-deb,6.0,11.983533582676548,11.983533582676548,1
dpkg,11.0,6.185407145750148,9.484229933745752,2
apt-get,23.0,2.9193600356649863,9.069737924609313,5
apt,5.0,6.545811088473629,6.545811088473628,1
mandb,11.0,1.8628923166430456,2.5328342283673906,2
apt-listchanges,5.0,2.6938676658730083,2.6938676658730083,1
discern-network,5.0,0.5021180010235413,0.5021180010235413,1
kworker/0,5.0,0.3032854533202163,0.3032854533202163,1
