Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,151.000,82.388,88.236,29
discern-proc-so,1254.000,2.456,3.280,248
jbd2/vda2-8,1258.000,0.930,2.315,248
systemd,1279.000,0.409,2.186,252
python3,683.000,0.549,10.628,133
discern-network,978.000,0.265,0.476,191
discern-logs-so,587.000,0.249,0.261,115
kswapd0,120.000,0.340,0.384,24
OverallSystemRecord,1122.000,4.394,15.192,222
