# Overall Packet Count: 3949
# Overall Total Bytes: 3220466
# Overall Average Packet Size (Bytes): 815.51
# Overall Capture Duration (Seconds): 1165.000
# Overall Average Rate (Mbps): 0.022

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.4,3450,3121223,15,1.6646522666666668,19.334288
172.30.0.15,192.168.254.2,297,78672,8,0.078672,0.149088
172.30.0.1,172.30.0.15,86,9455,7,0.010805714285714287,0.02248
172.30.0.15,34.117.59.81,16,2814,2,0.011256,0.01236
104.26.13.205,172.30.0.15,17,2250,2,0.009,0.012424
172.30.0.15,44.190.5.123,8,728,2,0.002912,0.002912
fe80::ecb6:10ff:fe6e:37b,ff02::2,6,426,3,0.001136,0.001136
fe80::e0d2:c4ff:fe29:b861,ff02::2,6,426,3,0.001136,0.001136
fe80::a83e:b7ff:fee0:54d6,ff02::2,4,284,2,0.001136,0.001136
fe80::b486:c3ff:fe10:21f,ff02::2,4,284,2,0.001136,0.001136
fe80::b46b:cff:febd:6efd,ff02::2,4,284,2,0.001136,0.001136
fe80::b06c:2bff:feda:a873,ff02::2,4,284,2,0.001136,0.001136
fe80::b050:51ff:fe80:afe1,ff02::2,4,284,2,0.001136,0.001136
fe80::b00b:8cff:fe27:109f,ff02::2,4,284,2,0.001136,0.001136
fe80::88f7:b4ff:fe65:9c89,ff02::2,4,284,2,0.001136,0.001136
fe80::a4c5:bff:fe24:8ae4,ff02::2,4,284,2,0.001136,0.001136
fe80::94bf:c2ff:fe37:8277,ff02::2,4,284,2,0.001136,0.001136
fe80::844:c2ff:fe8b:8d58,ff02::2,4,284,2,0.001136,0.001136
fe80::6406:23ff:fe4a:a9ae,ff02::2,4,284,2,0.001136,0.001136
fe80::5c23:d1ff:fe1c:2100,ff02::2,4,284,2,0.001136,0.001136
fe80::3011:bff:fe76:f5cd,ff02::2,4,284,2,0.001136,0.001136
fe80::10a1:7aff:feb8:3e4e,ff02::2,4,284,2,0.001136,0.001136
fe80::f4e7:ffff:fe67:622a,ff02::2,4,284,2,0.001136,0.001136
fe80::440e:a6ff:fe74:ed30,ff02::2,3,212,2,0.000848,0.001136
