Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
discern-file-so,1438.5538930084747,1462.859375,273.48046875,13,59.0
discern-logs-so,1205.4296875,1205.4296875,18.9453125,13,59.0
discern-network,1906.21484375,1906.21484375,99.56640625,13,59.0
discern-proc-so,1205.92578125,1205.92578125,16.08203125,13,63.0
systemd-journal,63.39453125,63.39453125,21.82421875,13,63.0
