# Overall Packet Count: 9990
# Overall Total Bytes: 2687963
# Overall Average Packet Size (Bytes): 269.07
# Overall Capture Duration (Seconds): 179.000
# Overall Average Rate (Mbps): 0.120

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
1.1.2.3,5.6.7.8,2256,2208886,93,0.1900116989247312,1.422288
172.30.0.14,192.168.254.2,209,65740,6,0.08765333333333333,0.148688
172.30.0.1,172.30.0.14,38,4029,3,0.010744,0.01188
1.2.105.56,5.6.7.8,7,384,7,0.00043885714285714285,0.000448
1.2.197.47,5.6.7.8,6,328,6,0.00043733333333333336,0.000448
1.2.75.87,5.6.7.8,6,328,6,0.00043733333333333336,0.000448
1.2.241.57,5.6.7.8,6,328,6,0.00043733333333333336,0.000448
1.2.253.117,5.6.7.8,6,328,3,0.0008746666666666667,0.000896
1.2.31.27,5.6.7.8,6,328,6,0.00043733333333333336,0.000448
1.2.44.159,5.6.7.8,6,328,6,0.00043733333333333336,0.000448
1.2.63.1,5.6.7.8,5,274,4,0.000548,0.00088
1.2.243.13,5.6.7.8,5,274,4,0.000548,0.000864
1.2.6.167,5.6.7.8,5,274,5,0.0004384,0.000448
1.2.191.201,5.6.7.8,5,274,4,0.000548,0.000864
1.2.125.51,5.6.7.8,5,272,5,0.0004352,0.000448
1.2.29.40,5.6.7.8,5,272,5,0.0004352,0.000448
1.2.227.22,5.6.7.8,5,272,5,0.0004352,0.000448
1.2.98.106,5.6.7.8,5,272,5,0.0004352,0.000448
1.2.125.161,5.6.7.8,4,220,4,0.00044,0.000448
1.2.45.139,5.6.7.8,4,220,4,0.00044,0.000448
1.2.210.217,5.6.7.8,4,220,4,0.00044,0.000448
1.2.30.113,5.6.7.8,4,220,3,0.0005866666666666667,0.000864
1.2.214.115,5.6.7.8,4,220,4,0.00044,0.000448
1.2.168.249,5.6.7.8,4,220,4,0.00044,0.000448
1.2.39.182,5.6.7.8,4,220,3,0.0005866666666666667,0.000864
1.2.224.118,5.6.7.8,4,220,3,0.0005866666666666667,0.000864
1.2.148.116,5.6.7.8,4,220,4,0.00044,0.000448
1.2.97.77,5.6.7.8,4,220,4,0.00044,0.000448
1.2.1.74,5.6.7.8,4,220,4,0.00044,0.000448
1.2.110.52,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.5.151,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.88.92,5.6.7.8,4,220,3,0.0005866666666666667,0.000864
1.2.83.25,5.6.7.8,4,218,3,0.0005813333333333333,0.000864
1.2.154.50,5.6.7.8,4,218,3,0.0005813333333333333,0.000864
1.2.47.183,5.6.7.8,4,218,4,0.000436,0.000448
1.2.144.127,5.6.7.8,4,218,4,0.000436,0.000448
1.2.192.43,5.6.7.8,4,218,3,0.0005813333333333333,0.00088
1.2.119.91,5.6.7.8,4,218,4,0.000436,0.000448
1.2.118.207,5.6.7.8,4,218,4,0.000436,0.000448
1.2.240.73,5.6.7.8,4,218,4,0.000436,0.000448
1.2.63.178,5.6.7.8,4,218,3,0.0005813333333333333,0.000864
1.2.115.137,5.6.7.8,4,218,4,0.000436,0.000448
1.2.2.7,5.6.7.8,4,218,4,0.000436,0.000448
1.2.86.231,5.6.7.8,4,218,4,0.000436,0.000448
1.2.151.49,5.6.7.8,4,218,4,0.000436,0.000448
1.2.188.83,5.6.7.8,4,218,3,0.0005813333333333333,0.00088
1.2.77.54,5.6.7.8,4,218,4,0.000436,0.000448
1.2.77.163,5.6.7.8,4,218,3,0.0005813333333333333,0.000864
1.2.96.101,5.6.7.8,4,218,4,0.000436,0.000448
1.2.69.179,5.6.7.8,4,218,3,0.0005813333333333333,0.000864
1.2.65.48,5.6.7.8,4,218,4,0.000436,0.000448
1.2.180.253,5.6.7.8,4,218,3,0.0005813333333333333,0.00088
1.2.133.173,5.6.7.8,4,218,4,0.000436,0.000448
1.2.156.144,5.6.7.8,4,218,4,0.000436,0.000448
1.2.38.187,5.6.7.8,4,218,4,0.000436,0.000448
1.2.76.153,5.6.7.8,4,218,4,0.000436,0.000448
1.2.148.113,5.6.7.8,4,218,4,0.000436,0.000448
1.2.42.153,5.6.7.8,4,218,2,0.000872,0.001312
1.2.92.202,5.6.7.8,4,218,3,0.0005813333333333333,0.000864
1.2.136.64,5.6.7.8,4,218,3,0.0005813333333333333,0.000864
1.2.22.252,5.6.7.8,4,218,2,0.000872,0.001312
1.2.109.56,5.6.7.8,4,218,3,0.0005813333333333333,0.000864
1.2.253.119,5.6.7.8,4,218,3,0.0005813333333333333,0.000864
1.2.173.49,5.6.7.8,4,218,4,0.000436,0.000448
1.2.149.250,5.6.7.8,4,218,4,0.000436,0.000448
1.2.202.100,5.6.7.8,4,218,4,0.000436,0.000448
1.2.30.68,5.6.7.8,4,218,2,0.000872,0.00088
1.2.229.128,5.6.7.8,4,218,3,0.0005813333333333333,0.000864
1.2.253.181,5.6.7.8,4,218,4,0.000436,0.000448
1.2.54.39,5.6.7.8,4,216,4,0.000432,0.000432
1.2.189.59,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.65.252,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.244.179,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.92.249,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.177.195,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.202.253,5.6.7.8,3,166,2,0.000664,0.00088
1.2.91.185,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.38.19,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.34.106,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.71.208,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.7.165,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.178.249,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.178.47,5.6.7.8,3,164,2,0.000656,0.00088
1.2.179.1,5.6.7.8,3,164,1,0.001312,0.001312
1.2.179.116,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.7.167,5.6.7.8,3,164,2,0.000656,0.000864
1.2.180.24,5.6.7.8,3,164,2,0.000656,0.000864
1.2.179.143,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.71.197,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.179.167,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.7.2,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.183.36,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.179.243,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.179.249,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.178.234,5.6.7.8,3,164,2,0.000656,0.00088
1.2.184.211,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.179.39,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.71.219,5.6.7.8,3,164,2,0.000656,0.000864
1.2.71.36,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.177.224,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.185.85,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
